OMOP Concept ID	Lab test ID	Lab test abbreviation	Lab test unit
NA	1616	-hsvvi	binary
NA	4486	pt-iho-r1	mm
NA	5001	s-timotej	binary
NA	637317	-ncovnhj	binary
NA	631540	f-vibrnho	binary
NA	198	u-krea*	mmol/l
NA	akiea0020	i-statk	mmol/l
NA	20271	"glukoosi-koe	oraal.
NA	631545	f-yersnho	binary
NA	50097	"paastoplasmankalsium-ioni	aktuaali"
NA	9433	s-hae	binary
NA	102819	s-ana-ab	binary
NA	905	l-neut	NA
NA	70007	"p-gluk	tk"
NA	3897209	hcgbvkmom	NA
NA	3897207	pappakmom	NA
NA	8014	u-i/u-kreaosatutkimus	µg/g
NA	1024	p-alaniiniaminotransferaasi	binary
NA	459	s-ruisjae	u/ml
NA	3897206	ntkmom	NA
NA	7368361	ap-laktaat	mmol/l
NA	3058	s-campab	binary
NA	9008	mononuk	%
NA	9016	polynuk	%
NA	3635	ps-stra-ag	binary
NA	1886	"s-ttgabg	s-kudostransglutaminaasi
NA	70001	pika-crp	binary
NA	4206	"chlamydiatrachomatis	nukleiinihaponosoitus(chtrnho)"
NA	4937	"neisseriagonorrhoeae	nukleiinihappo(kval)(gcnho)"
NA	9116	l-lymfosyytit	%
NA	10161	b-tni-vt	µg/l
NA	9122	l-neutrofiilit	%
NA	12679	u-levyepiteelisolut	e6/l
NA	9117	l-monosyytit	%
NA	9113	l-eosinofiilit	%
NA	5009	s-hund	binary
NA	9112	l-basofiilisetsolut	%
NA	10299	"-kalsium	ionisoitunut
NA	1142	"s-b12-vitamiini	transkobalamiiniii:eensitoutunut
NA	7033594	ap-k	mmol/l
NA	623482	s-ca-ion	mmol/l
NA	11664	"s-igakeli	s-keliakia
NA	1102852	pt-pef	form
NA	2145	u-kreatiniini	mmol/l
NA	2225	"b-leukosyytit	erittelylaskenta(ko)"
NA	7033595	ap-na	mmol/l
NA	6001533	ab-hbo2sat	%
NA	628258	b-crpp	binary
NA	8188	p-tnt-lb	binary
NA	516	sy-liuskat	%
NA	8855	fp-transferriininrautakyllästeisyys	%
NA	903	l-lymf	NA
NA	11218	seltyö(ko)	binary
NA	8532	"p-natriumpika	hoitoyksiköt"
NA	4560	fp-parathormoni	ng/l
NA	50099	fs-ph	ph
NA	3914	pt-rr-pa	binary
NA	10096	u-epiteelisolut	e6/l
NA	45222	up-hco3st:	mmol/l
NA	733	s-c-pepaj	nmol/l
NA	624089	napika	mmol/l
NA	3009364	p-mb/ck	binary
NA	101543_4	"vb-he-tase	vb-na"
NA	101543_5	"vb-he-tase	vb-k"
NA	6664	p-tnt-vt	binary
NA	7102	s-vehnjäe	u/ml
NA	624090	kpika	mmol/l
NA	9371	s-kissae	binary
NA	631777	s-biofmc	binary
NA	600317	mono%	binary
NA	624091	glukpika	mmol/l
NA	624050	kreapika	µmol/l
NA	6007	pt-virtaustilavuus-spirometriajabronkodilataatiokoeilmanlausuntoa	binary
NA	35	"arseeni	epÄorgaaninen"
NA	459	cp-crp-lb	binary
NA	915	l-mono	NA
NA	622052_1	"vb-vekaas5	ph"
NA	7101	s-turskae	binary
NA	622052_2	"vb-vekaas5	pco2"
NA	45372	ua-o2sat	%
NA	101543_3	"vb-he-tase	vb-hco3"
NA	45373	ua-hbo2sat	%
NA	622012	u-alb-mi	binary
NA	5383	potilaanlämpötila	c
NA	894	cb-leuk-hy	binary
NA	5384	"hemoglobiini(totaali)	valtimoveri"
NA	113	"p-c-reaktiivinenproteiini	pikatesti"
NA	8534	p-kreatiniinipikahoitoyksiköt	µmol/l
NA	1539	"happisisältö	valtimoveri"
NA	5381	"bikarbonaatti(aktuaali)	valtimoveri"
NA	6362	"trijodityroniini	vapaa(t3v)"
NA	320	ab-ph	ph
NA	2770	triglyseridit	mmol/l
NA	622052_3	"vb-vekaas5	po2"
NA	604430	b-fidd-o	NA
NA	2142	p-kreatiniini	binary
NA	1779	b-kromi	µg/l
NA	1659	b-koboltti	µg/l
NA	9120	9120e-punasolujenkokojakaumaosatutk.	%
NA	9923	s-beta-1	g/l
NA	21517	-calpro	mg/l
NA	14490	NA	nmol/l
NA	622052_4	"vb-vekaas5	chco3"
NA	1469	cb-gluk-v	NA
NA	9232	"s-allige	timotei/timotej"
NA	6431	"kolesteroli	highdensitylipoproteiinit"
NA	602637	p-gluk-0	mmol/l
NA	622052_5	"vb-vekaas5	be(ecf)"
NA	5010	"s-hevonen	igevasta-aineet"
NA	2223	leukosyytit(kval)	binary
NA	4083929	u-ph.	NA
NA	9141	"s-prostataspesifinenantigeeni	vapaansuhde"
NA	5120	fs-mbopak7	binary
NA	9314	s-turskae	u/ml
NA	9250	s-mikrobx	binary
NA	4083931	u-leuk-o.	binary
NA	4083936	u-prot-o.	binary
NA	4083932	u-hb-o.	binary
NA	311	pt-gluk-r1:fp-gluk0-näyte	mmol/l
NA	4083934	u-gluk-o.	binary
NA	7416	s-nglym5e	u/ml
NA	4083935	u-keto-o.	binary
NA	4516	"fp-kolesteroli	highdensitylipoproteiinit"
NA	323	ab-hco3	mmol/l
NA	622052_6	"vb-vekaas5	cso2"
NA	9922	s-alfa-2	g/l
NA	2816	s-frtuab	titre
NA	8898	s-asetoni	binary
NA	7153	s-pölyry	u/ml
NA	9920	s-album	g/l
NA	624047	leukpika	e9/l
NA	10754	"b-neutrofiilit	b-diffiosatutkimus"
NA	1101330	b-eos	binary
NA	313	pt-gluk-r1:p-gluk2hnäyte	mmol/l
NA	1885	"kudostransglutaminaasi	igavasta-aineet"
NA	6384	"kalsium	albumiinikorjattu"
NA	600316	lymf%	binary
NA	1528	"happamuusaste	kapillaariveri"
NA	7351891	oma-crp-pika	NA
NA	10374	b-peth	µmol/l
NA	198	audit	NA
NA	4083930	u-suhti.	NA
NA	627071	b-diffim	binary
NA	20558	s-rpena1e	u/ml
NA	616851	u-trama-o	binary
NA	601753	u-metam-o	binary
NA	622052_7	"vb-vekaas5	na+"
NA	602639	p-gluk-2h	mmol/l
NA	613711	b-crp-pik	mg/l
NA	632491	u-fenta-o	binary
NA	618439	s-vlseabg	au/ml
NA	23247	"hemoglobiini	pikatesti
NA	10499	pt-audit	NA
NA	9040	b-inrvieri	NA
NA	186	l-lymf	e9/l
NA	179	l-baso	e9/l
NA	622052_8	"vb-vekaas5	k+"
NA	86	ab-be	mmol/l
NA	3939	p-fidd-o	binary
NA	1471	1hgluk	NA
NA	13470	"pt-glomerulussuodosnopeus	estimoitu
NA	21782	s-aitpara	binary
NA	187	l-lmono	e9/l
NA	618440	s-vlseabm	binary
NA	9230	"s-allige	koivu/björk"
NA	13196	s-rarah2e	u/ml
NA	10673	f-hhb	µg/g
NA	6299	"s-gliadiinipeptidit	deamidoidut
NA	6149	ug-pad-4	binary
NA	9600	p-crp-oma	mg/l
NA	1605113	l-ly	binary
NA	19901	crp-pikatesti	binary
NA	3630673	cb-inr-hoi	inr
NA	4520	"p-tromboplastiiniaika	inr-tulos"
NA	VI2218	fb-leukosyytit/ima	e9/l
NA	10753	"b-eosinofiilit	b-diffiosatutkimus"
NA	609431	"p-fidd	tk"
NA	3097	s-okarba	µmol/l
NA	50041	cb-shco3	NA
NA	622052_9	"vb-vekaas5	ca++"
NA	7035803	p-crp-o	NA
NA	602556_1	"pikau-sti	u-gluk-o"
NA	4075	hpvnho	binary
NA	20002	l-lym	%
NA	4113	"antitrombiiniiii	plasmasta"
NA	628678	cv19nho	binary
NA	602556_2	"pikau-sti	u-keto-o"
NA	622012	u-alb-mi	mg/l
NA	975	b-tnt	binary
NA	877	"glukoosikoe	2hnäyte"
NA	3630673	cb-inr-hoi	NA
NA	8512	p-glukoosipikahoitoyksiköt	mmol/l
NA	875	"glukoosikoe	0näyte"
NA	20020	-eryt	e6/l
NA	1103616	cb-gluk	mmol/l
NA	602556_3	"pikau-sti	u-eryt-o"
NA	3151	audiogvanl	binary
NA	606670	"b-hba1c	t"
NA	624048	hbpika	g/l
NA	15024	pt-kt/v1	binary
NA	2600024	s-koivue	u/ml
NA	102	vb-be	binary
NA	23118	b-geneseq	binary
NA	602556_4	"pikau-sti	u-ph"
NA	602556_5	"pikau-sti	u-prot-o"
NA	7033152	sy-neut	%
NA	621377	p-inr-vt	binary
NA	715	u-hyalie	binary
NA	82	vb-hco3	mmol/l
NA	185	cp-glucos	binary
NA	311	fp-gluk/0	mmol/l
NA	602556_6	"pikau-sti	u-nitr-o"
NA	602556_7	"pikau-sti	u-leuk-o"
NA	128	s-ena	binary
NA	4044	gynekologinenirtosolututkimus	binary
NA	1103379	fs-sappih	µmol/l
NA	313	p-gluk/2h	mmol/l
NA	116	b-ckmbmv	NA
NA	224	li-igg-ind	index
NA	7417	s-nglym6e	u/ml
NA	9542	p-gluk0	binary
NA	9273	s-yer3ab	titre
NA	9746	"d-vitamiini-25-oh	d3-jad2-muodot"
NA	3950	"s-helicobacterpylori	vasta-aineeteia"
NA	12898	s-alb(li)	NA
NA	6427	s-triglyseriditosatutkimus	mmol/l
NA	6428	s-kolesteroliosatutkimus	mmol/l
NA	8142	bl-igg	mg/l
NA	623482	s-ca-ion	binary
NA	7370127	-rsvnho	binary
NA	6430	"s-kolesteroli	osatutkimushighdensitylipoproteiinit"
NA	8914	ab-krea-hy	µmol/l
NA	akiea0017	i-statcrea	µmol/l
NA	12126	s-ca-albk	mmol/l
NA	633101	s-afsuol3	u/l
NA	7081	s-omenae	u/ml
NA	633100	s-afsuol2	u/l
NA	11484	fp-insu0	mu/l
NA	3230	b-monos*	binary
NA	1606724	s-album	g/l
NA	684	ab-ca-ion	mmol/l
NA	1606726	s-alfa-2	g/l
NA	685	ab-ph	ph
NA	9174	bl-igg/alb	NA
NA	606082	nu-albkrea	binary
NA	9309	s-koirae	binary
NA	4600	kreatiniini(krea)	binary
NA	1600113	s-puuer	u/ml
NA	50178	as-ly	%
NA	1078	fp-amyl	u/l
NA	606328	p-inr-pika	NA
NA	1606727	s-beta-1	g/l
NA	17602	"s-hepatiittib-virustutkimus	hbsag+hbcabjatarv.hbcabm"
NA	11325	p-krea-vt	binary
NA	3492	"pu-bakteeri	viljely2(aerobiviljely
NA	1602926	lymf	binary
NA	22118	p-fsl-mix	NA
NA	1102095	s-kol	binary
NA	50557	pt-fib-4	NA
NA	7033476	sy-ly	%
NA	9838	koivue	binary
NA	8583	tnlpika	µg/l
NA	23249	"natrium	pikatesti
NA	7330	s-rglym4e	u/ml
NA	3223	b-lymfos*	binary
NA	767	pt-utp-2	binary
NA	50210	ap-lakt	NA
NA	9011	crp-pika	binary
NA	1605138	fl-candvi	binary
NA	648982	s-ca-i7.4	mmol/l
NA	21087	-siennho	binary
NA	9197	pt-taksim1	binary
NA	10136	b-ly%	%
NA	375	u-ph*	binary
NA	378	u-leuk-o*	binary
NA	377	u-nitr-o*	binary
NA	372	u-keto-o*	binary
NA	50177	as-neut	%
NA	2858	pef-seurantavastaanotolla	NA
NA	45160	p-crppika	mg/l
NA	4933	vb-be	mmol/l
NA	371	u-gluk-o*	binary
NA	376	u-alb-o*	binary
NA	374	u-veri-o*	binary
NA	899	cb-hba1chy	mmol/mol
NA	373	u-suhtih*	binary
NA	VI2703	"ps-streptococcus	viljely(hemolyytt.streptokokit)"
NA	6455	f-hhb	µg/g
NA	1700	p-insu	mu/l
NA	1003157	b-basof	binary
NA	10135	b-neut%	%
NA	9064	-inbnhoho	binary
NA	10139	b-monos%	%
NA	11584	vb-be-vt	binary
NA	329	p-gluk/2h	mmol/l
NA	689	"neutrofiilit	absol.arvot"
NA	1004084	cu-alb-mi	binary
NA	19006	u-lieriöt	e6/l
NA	91217	-crp-o	NA
NA	21586	b-biodna	binary
NA	9416	"p-ldl-kolesteroli	suoramittaus"
NA	607358	u-lieriöt	e6/l
NA	20800	"kloridi	plasma"
NA	617905	u-osmole	NA
NA	631275	b-pvk+t+r	binary
NA	1621980_1	"u-sakka	eryt"
NA	686	ab-ca++7.4	mmol/l
NA	12510	NA	µmol/l
NA	409	cb-glukr	mmol/l
NA	327	fp-gluk/0	mmol/l
NA	1345	erytrosyytit(kval)	binary
NA	4511	u-albumiini/kreatiniini-suhdemikroalbuminuria	binary
NA	1621980_2	"u-sakka	leuk"
NA	11	cb-hb	NA
NA	451	f-transfo	binary
NA	8000	"crp(vo:nyhteydessäotettu)	tth"
NA	495	s-protks	g/l
NA	10471	l-myel-m	binary
NA	918	u-epitel	binary
NA	4937	u-gcnho*	binary
NA	103576	p-tt-inr	NA
NA	603148	p-gluk60	mmol/l
NA	9459	s-ch100mbl	%
NA	463	oma-trop-2	NA
NA	54211	s-inbabcf	titre
NA	288	pf-muutsol	%
NA	612055	s-album	binary
NA	1881_U-PH	"u-kemseula	u-ph"
NA	13193	NA	%
NA	4578	b-fidd-p	mg/l
NA	328	p-gluk/1h	mmol/l
NA	8533	p-khoi	mmol/l
NA	350	cp-gluk	mmol/l
NA	20706	fs-apob/a1	NA
NA	2019	"s-kalsium	ionisoitunut"
NA	13192	NA	%
NA	22	u-ketoaineet	binary
NA	5400	s-pölyt	u/ml
NA	502	s-heinäer	u/ml
NA	667	li-neut+eo	%
NA	1806	"s-varizella-zostervirus	igm-vasta-aineet"
NA	9372	s-hevonee	binary
NA	30	u-proteiininosoitus	binary
NA	619911	b-leuk-pi	e9/l
NA	ttSISA	sisÄilmayhteydenotto	NA
NA	10310	s-c-pept	nmol/l
NA	222	u-leukosyyttiosoitus	binary
NA	67	u-happamuusaste(kval)	binary
NA	94	u-nitriittiosoitus	binary
NA	118	b-bnp-v	NA
NA	19908	streptokokkia	binary
NA	14368	pt-ttr+inr	%
NA	197	l-monos*	binary
NA	13404	as-neut+eo	%
NA	648984	s-ph	NA
NA	5009	s-koirae	u/ml
NA	9141	-psa-v/t	%
NA	21214	b-6-me-mp	binary
NA	1605207	cp-gluk	binary
NA	3230	monosyytit/tvk	e9/l
NA	598	l-eosin*	binary
NA	602704	ph	NA
NA	9665	s-koirae	u/ml
NA	6001531	vb-ph	NA
NA	21013	b-6-tgn	binary
NA	650760	f-paranho	binary
NA	4511	albumiininjakreatiniininsuhde	binary
NA	578	glucocheck	NA
NA	21875	pt-ekg-fal	binary
NA	4008408	s-testovl	pmol/l
NA	602705	ca++/ph7.4	mmol/l
NA	8399	b-hbhplc	binary
NA	600323	mono	binary
NA	53143	s-vehnjae	u/ml
NA	934	crp-pika	NA
NA	11663	"fosfatidyylietanoli	verestä"
NA	akiea0018	i-stathb	g/l
NA	5003	s-koivue	u/ml
NA	4511	u-albkre*	binary
NA	50132	as-leukmuu	%
NA	9303	s-pujoe	binary
NA	Pai1236	paino	kg
NA	9100	b-crp-o	binary
NA	53042	"s-hevosenhilse	igevasta-aineet"
NA	Ult1235	painonmuutoskg	kg
NA	238	b-neutab	e9/l
NA	157	b-basabs	e9/l
NA	3157	b-bas	%
NA	2218	b-leukp	NA
NA	2103667	u-ph-o	ph
NA	8704	s-Äitseul*	binary
NA	279	du-vmml	ml
NA	2770	fp-trigl	NA
NA	6003732	sy-eryt	binary
NA	8174	kol-hdl/kol	mmol/l
NA	54975	"-covid-19-koronavirustauti	nho-pikatesti(kval)"
NA	3004464	b-tnt-o	ng/l
NA	450	s-ruokryh	u/ml
NA	53110	"s-pujonsiitepöly	igevasta-aineet"
NA	2943	f-veri-o	binary
NA	3815	"s–hepatiittic-virus	vasta-aineet"
NA	9145	p-pbnp-lb	binary
NA	2962	s-rubeabg	iu/ml
NA	8676	u-albkrlb	mg/mmol
NA	602285	baso	%
NA	6027	rasvapaketti(lipidit)(fp-lipidit)	binary
NA	45315	p-amyl.	u/l
NA	622052_10	"vb-vekaas5	cl-"
NA	21283	vb-hetiogl	binary
NA	7372001	ab-ahco3	mmol/l
NA	21013	b-6-tgn	pmol/02ml
NA	1602372	b-gluk/pi	NA
NA	46150	s-mogab	binary
NA	324	vb-sbc	mmol/l
NA	11243	s-estdiol	nmol/l
NA	9267	s-w-h:i	titre
NA	6903	"sokerirasitus	2hnÄyte"
NA	1881_U-SUHTIH	"u-kemseula	u-suhtih"
NA	51300	cu-a1migl	µg/min
NA	203	l-lt	%
NA	606	s-van-0	mg/l
NA	4467	"s-varizella-zostervirus	igg-vasta-aineet"
NA	2791	b-tromb	binary
NA	2737	s-sukupuolihormonejasitovaglobuliini	nmol/l
NA	23577	b-myelmut	binary
NA	42	"monosyytit	absol.arvot"
NA	8077	af-baktvi	binary
NA	45	u-erytrosyytit(kval)	binary
NA	600221	b-ghb-a1c	NA
NA	5577307	c6-indeksi	NA
NA	601860	oma-ghb-a1	NA
NA	624854	u-alb-mi	mg/l
NA	465	vp-na	mmol/l
NA	479	u-glukoosi(kval)	binary
NA	4254	"s-prostataspesifinenantigeeni	vapaa"
NA	4735	s-fenytv	µmol/l
NA	9744	vp-cl	mmol/l
NA	1	vitascreen	binary
NA	466	vp-k	mmol/l
NA	626	s-k/l-s-v	NA
NA	1000972	pujo	binary
NA	50316	b-pseutro	e9/l
NA	602288	mono	%
NA	622052_11	"vb-vekaas5	ctc02"
NA	2819	s-anaab	binary
NA	8531	"b-hemoglobiini-a1c	(mmol/mol)pika
NA	20943	s-rcypc1e	u/ml
NA	620739	b-crp-vt	mg/l
NA	8206	s-leppäe	u/ml
NA	556	ab-shco3	mmol/l
NA	6000106	s-puumpik	binary
NA	akivo0005	hb(hoitaja)	g/l
NA	554	ab-hco3	mmol/l
NA	602289	neut	%
NA	9781	vp-gluk	mmol/l
NA	602612	s-psa-suh	%
NA	4151	"s-mycoplasmapneumoniae	igmvasta-aineet"
NA	10426	bbi	form
NA	20835	pt-pol-eil	binary
NA	602287	lymf	%
NA	1414	fe-folat	nmol/l
NA	13501	s-cora9e	u/ml
NA	181	l-liusk%	%
NA	180	l-sauva%	%
NA	175	l-promye%	%
NA	103635	ps-straagp	binary
NA	603166	p-fidd	NA
NA	613	s-hcgxmom	mom
NA	9780	vp-laktaat	mmol/l
NA	9235	"s-allige	koira(hilse)/hund(mjäll)osa"
NA	13210	s-adalimu	mg/l
NA	50489	p-inrpika	binary
NA	974	s-metnef	nmol/l
NA	622052_12	"vb-vekaas5	agapk"
NA	646582_1	"s-psa-suh	s-psa"
NA	622052_13	"vb-vekaas5	hct"
NA	602286	eos	%
NA	8910	uv-ph	binary
NA	619217	p-vrab-0	binary
NA	8693	s-afossuo	u/l
NA	3747	sy-monon	%
NA	620739	b-crp-vt	binary
NA	433	sy-gran	%
NA	1602372	b-gluk/pika	NA
NA	1416	fs-folaatti	nmol/l
NA	3550	fs-rf	kiu/l
NA	306	l-blast	%
NA	7354564	s-ebvabmo	binary
NA	622052_15	"vb-vekaas5	glu"
NA	8510	p-lakthoi	binary
NA	617692	fp-trans	g/l
NA	1332	l-eosinofiilit%	%
NA	4606	-trfe-sa	%
NA	8535	p-ca++hoi	binary
NA	868	inr-pika	NA
NA	622052_14	"vb-vekaas5	chgb"
NA	11027	tk-pisteet	NA
NA	1000344	myel	binary
NA	13011	s-cefacie	u/ml
NA	1216PIKA	"s-c-reaktiivinenproteiini	pika"
NA	22102	NA	nmol/l
NA	629717	b-hb-vt	binary
NA	10792	"s-prostataspesifinenantigeeni	vapaa/totaali"
NA	3151	pt-audio	binary
NA	akinla0003	hb(nla)	g/l
NA	603692	p-inr-pika	%
NA	633110	s-kelila	binary
NA	3834	s-ige-ps	binary
NA	607	s-van-1	mg/l
NA	6501	p-hcvnh	iu/ml
NA	8511	p-inrhoi	NA
NA	2674189	u-keto-o.	binary
NA	2674185	u-leuk-o.	binary
NA	622052_16	"vb-vekaas5	lac"
NA	10147	s-beeta-1	g/l
NA	2674190	u-prot-o.	binary
NA	2674183	u-ph.	NA
NA	10146	s-alfa-2	g/l
NA	2674188	u-gluk-o.	binary
NA	2674186	u-hb-o.	binary
NA	10148	s-beeta-2	g/l
NA	2674187	u-nitr-o.	binary
NA	3001366	s-estdio	nmol/l
NA	7130	s-ampmyre	u/ml
NA	198	kreatiniini	mmol/l
NA	693	l-monos	NA
NA	3238	b-neutr*	e9/l
NA	1000345	metam	binary
NA	31	"huumeseulonta6	virtsasta"
NA	VI1468	fp-glukoosi	mmol/l
NA	1384	s-etgly	binary
NA	600068	u-alb/kre	binary
NA	10983	s-ana(ait)	titre
NA	4533	"uraatti	plasmasta"
NA	5007	s-kissae	u/ml
NA	188	l-meta%	%
NA	3603	fp-renin	mu/l
NA	174	l-myelo%	%
NA	618439	s-vlseabg	binary
NA	609453	s-hepyaba	u/ml
NA	3292	s-campabg	u/ml
NA	109	leukpika	NA
NA	6001533	ab-hbo2sat	binary
NA	416	s-leppäe	u/ml
NA	178	l-blast%	%
NA	3223	b-ly%	%
NA	633076	u-hyalie	binary
NA	4900	"prostataspesifinenantigeeni	vapaa(p-psa-v)"
NA	14287	li-ba42/40	NA
NA	419	glukpika	NA
NA	14286	NA	ng/l
NA	9040	inrvieri	inr
NA	6000513	vb-be	mmol/l
NA	1880	"u-kannabis	varmistus"
NA	1820	"u-bentsodiatsepiinit	varmistus"
NA	1822	"u-buprenorfiini	varmistus"
NA	631460	-rsvnho	binary
NA	1884	"u-kokaiini	varmistus"
NA	622052_17	"vb-vekaas5	crea"
NA	1902	"u-opiaatit	varmistus"
NA	1810	"u-amfetamiinijasenjohdannaiset	varmistus"
NA	21214	b-6-me-mp	pmol/02ml
NA	402	s-ampmyre	u/ml
NA	3223	b-lymfos	%
NA	1168	l-basofiilisetleukosyytit	%
NA	2594	f-rotaag	binary
NA	600121	gluk2h	mmol/l
NA	7033475	sy-leukmuu	%
NA	1528	cb-happamuusaste	NA
NA	600100	pt-gluk-0	NA
NA	10831	album	mg/l
NA	39006	pika-gluk	mmol/l
NA	23318	b-crp-pt	NA
NA	4760	"natriureettinenpeptidi	b-tyypinn-terminaalinenpropeptidi
NA	10830	globul	mg/l
NA	600120	gluk1h	mmol/l
NA	10636	s-ruocome	NA
NA	13983	NA	µg/l
NA	4533	p-urat	µmol/l
NA	4831	p-tyreotropiini	binary
NA	9149	b-peth	µmol/l
NA	650029	p-ige	binary
NA	3238	b-neutr	%
NA	458	s-ohrajae	u/ml
NA	9216	ab-be	binary
NA	4606	-tffesat	%
NA	8022	c-reaktiivinenherkkÄ	mg/l
NA	53022	s-cladhee	u/ml
NA	653	keliakiaseulonta	binary
NA	9206	l-mono	binary
NA	10473	l-meta-m	binary
NA	9206	cp-glukpot	NA
NA	102247	fs-lipoa1	g/l
NA	8372	u-osmoest	binary
NA	21507	u-mygenho	binary
NA	39001	pika-hb	g/l
NA	690	"eosinofiilit	osatutkimus(l-eos)"
NA	20695	p-adam13	%
NA	688	"l-neut	osatutkimus(l-neut)"
NA	43	"lymfosyytit	absol.arvot
NA	692	"basofiilit	osatutkimus(l-baso)"
NA	628299	fs-apob/a1	ratioluku
NA	689	"b-neut	osatutkimus(b-neut)"
NA	8589	sp-tilav.	ml
NA	693	"monosyytit	osatutkimus(l-monos)"
NA	46	"lymfosyytit	osatutkimus(l-lymf)"
NA	6004401	-hsvpvi	binary
NA	9017	glukr-2h	mmol/l
NA	1142	p-b12-bc	pmol/l
NA	9016	glukr-0	mmol/l
NA	3218	as-ld	u/l
NA	4638	s-gastr17	pmol/l
NA	603147	fp-gluk0	mmol/l
NA	7322	s-rcora1e	u/ml
NA	21792	du-prot.	binary
NA	8513	b-hbhoi	NA
NA	603105	b-fidd	mg/l
NA	3557	cu-alb	binary
NA	8608	sp-pyör.s.	e6/ml
NA	5254	s-etohgc	mmol/l
NA	6385	ps-stranho	binary
NA	9018	glukr-1h	mmol/l
NA	8591	sp-ph	ph
NA	1605088	s-hevonee	u/ml
NA	6012	"u-solut	muut"
NA	84	vb-shco3	mmol/l
NA	3313	s-bopeabm	titre
NA	6011	u-bakteerit	binary
NA	98831	-extem/ct	s
NA	23607	ts-colseul	binary
NA	8229	s-lakalbe	u/ml
NA	98833	-extem/mcf	mm
NA	98835	-extem/a10	mm
NA	98834	-extem/a5	mm
NA	98837	-extem/ml	%
NA	98836	-extem/a15	mm
NA	4032	p-vwfrco	%
NA	4109	s-ebnaab	binary
NA	2507	"prolaktiini	seerumi"
NA	9230	b-lymfo	binary
NA	7351891	oma-crp-pi	NA
NA	617340	ghb-a1c-pika	%
NA	2962	s-rubeabg	eiu
NA	98832	-extem/cft	s
NA	20845	b-mksyn	binary
NA	880	s-Äitseul	binary
NA	42	"monosyytit	absol.arvot
NA	10207	b-kalium	mmol/l
NA	40	"basofiilit	absol.arvot
NA	6059	am-trinho	binary
NA	39	"eosinofiilit	absol.arvot
NA	10208	b-natrium	mmol/l
NA	11398	fp-e-vit	µmol/l
NA	5111	nitr	binary
NA	2147	b-cr	binary
NA	13664	ehecnho	binary
NA	9760	b-probnp	ng/l
NA	6379	s-adaliab	binary
NA	7033	s-hevonhie	u/ml
NA	6400	b-ohbutyr	mmol/l
NA	98852	fibtem/a5	mm
NA	5007	"s-kissa	igevasta-aineet"
NA	7325	s-rcor14e	u/ml
NA	6080	fp-b6-vit	binary
NA	10079	li-l/yksit	%
NA	4179	ua-vekaas	binary
NA	100014	b-leuk-pika	e9/l
NA	715	u-suhti-o	binary
NA	5010	ph	NA
NA	11326	"glomerulussuodosnopeus	estimoitu
NA	1673	s-immunoglobuliinie	u/ml
NA	98853	fibtem/a10	mm
NA	98854	fibtem/a15	mm
NA	10078	li-l/liusk	%
NA	98851	fibtem/mcf	mm
NA	4531	p-tnl	ng/l
NA	7006	ns-eos	NA
NA	4330	b-lcd34	e9/l
NA	8380	la-cd34	e9/l
NA	3616	cp-gluk	NA
NA	2396	ns-neut	NA
NA	8511	p-inrhoit	NA
NA	2680	pt-virtaustilavuus-spirometrialääk.tehonseuranta	binary
NA	8592	sp-siitt.	e6/ml
NA	50009	ly-t-cd4/8	NA
NA	1600089	s-vehnjae	u/ml
NA	8536	"p-kloridipika	hoitoyksiköt"
NA	603702	s-hcg-b-v	µg/l
NA	1600545	b-rchr	pg
NA	7035925	vb-thb	g/l
NA	1600544	e-retik-k	%
NA	901	l-nlt	NA
NA	53069	"s-dermatophagoidespteronyssinus	igevasta-aineet"
NA	14063	s-gliadie	u/ml
NA	1600087	s-soijae	u/ml
NA	20756	hcgbvkmom*	binary
NA	8593	sp-s.yht	e6
NA	905	l-mono	NA
NA	10303	b-lakteh	mmol/l
NA	2203	s-sänka	NA
NA	101543_5	"vb-he-tase	p-k"
NA	419	"s-pujonsiitepöly	igevasta-aineet"
NA	1000347	l-nlt	binary
NA	20950	sp-liik.np	%
NA	6446	-hpvseul	binary
NA	138	s-clteabg	iu/ml
NA	637114	pt-ekg-hoi	binary
NA	20949	sp-liik.pr	%
NA	20905	sp-pr+np	%
NA	20951	sp-liik.im	%
NA	2021	"f-campylobakteeri	viljely"
NA	602701	s-psa-suh	%
NA	10275	s-afospit	u/l
NA	600010	p-gluk-2h	mmol/l
NA	743	snabb-inr	NA
NA	54209	s-adeabcf	titre
NA	13984	NA	µg/l
NA	618611	s-pölyer	binary
NA	21816	s-afmuut	binary
NA	3550	s-reumafaktori	kiu/l
NA	4578	b-fidd	binary
NA	16	u-makrof.	u/field
NA	3696	b-täydellinenverenkuva	binary
NA	101543_4	"vb-he-tase	p-na"
NA	9364	s-extra	binary
NA	598	eos**	binary
NA	12073	"pt-glukoosikoe	oraalinen
NA	1600081	s-turskae	u/ml
NA	3952	"f-helicobacterpylori	antigeeni"
NA	14	verenpaine	NA
NA	603912	p-gluk-1h	NA
NA	1142	"s-b12-vitamiini	transkobalamiiniii:eensitoutunut
NA	4591	p-aspartaattiaminotransferaasi	binary
NA	101543_2	"vb-he-tase	vb-pco2"
NA	3765	s-scl70-ab	u/ml
NA	6493	p-b2gpabm	u/ml
NA	5401	s-matgrupp	binary
NA	9434	s-golim	mg/l
NA	904	l-lymf	NA
NA	1000984	d.pteronys	binary
NA	2128	p-kortisoli	nmol/l
